W,I,J,K,LAT,LON,ALT_MSL,ACCELX,ACCELY,ACCELZ,GYROX,GYROY,GYROZ,MAGX,MAGY,MAGZ,Time,,LAT_DEG,LON_DEG
0.21,-0.5,-0.67,0.51,0,0,0,0.2,0.63,0.22,-3.33,28.4,28.88,0.01,544,-0.27,17:04:27,,0,0
0.21,-0.51,-0.66,0.52,0,0,0,0.24,0.71,0.23,4.91,17.13,28.46,0.01,312,-0.27,17:04:27,,0,0
0.21,-0.51,-0.65,0.52,0,0,0,0.3,0.87,0.32,10.06,13.71,19.65,0.01,408,-0.27,17:04:27,,0,0
0.21,-0.51,-0.65,0.53,0,0,0,0.3,0.96,0.41,25.02,2.46,13.19,0.01,-232,-0.28,17:04:27,,0,0
0.2,-0.52,-0.65,0.52,0,0,0,0.37,1.01,0.46,-10.45,-2.34,-0.07,0.01,312,-0.28,17:04:27,,0,0
0.2,-0.52,-0.65,0.52,0,0,0,0.41,1.14,0.64,-9.41,-5.38,-1.73,0.01,472,-0.27,17:04:27,,0,0
0.19,-0.52,-0.65,0.53,0,0,0,0.45,1.12,0.33,-11.64,-7.16,-8.84,0.01,632,-0.27,17:04:27,,0,0
0.19,-0.53,-0.66,0.5,0,0,0,0.3,0.99,0.79,-38.84,-1.22,-12.7,0.01,1376,-0.27,17:04:27,,0,0
0.18,-0.53,-0.66,0.51,0,0,0,0.32,0.69,0.41,41.24,-20.71,-2.09,0.01,496,-0.27,17:04:27,,0,0
0.17,-0.54,-0.66,0.5,0,0,0,0.3,0.57,0.43,-19.86,-14.15,-11.45,0.01,1336,-0.27,17:04:28,,0,0
0.17,-0.54,-0.67,0.49,0,0,0,0.22,0.77,0.52,-16.16,-18.36,-16.81,0.01,1064,-0.28,17:04:28,,0,0
0.18,-0.53,-0.67,0.49,0,0,0,0.16,0.64,0.3,5.11,-19.56,-17.73,0.01,888,-0.27,17:04:28,,0,0
0.18,-0.52,-0.66,0.5,0,0,0,0.22,0.62,0.22,11.97,-13.16,-15.05,0.01,1072,-0.26,17:04:28,,0,0
0.18,-0.51,-0.66,0.52,0,0,0,0.23,0.68,0.21,7.93,-12.68,-12.49,0.01,1096,-0.26,17:04:28,,0,0
0.18,-0.5,-0.66,0.53,0,0,0,0.26,0.87,0.23,-5.31,-21.21,-9.64,0.01,1304,-0.26,17:04:28,,0,0
0.18,-0.49,-0.66,0.54,0,0,0,0.32,0.93,0.26,-14.77,-24.48,-6.11,0.01,1248,-0.27,17:04:28,,0,0
0.18,-0.49,-0.66,0.54,0,0,0,0.37,1.08,0.41,14.15,-25.88,-4.43,0.01,776,-0.27,17:04:28,,0,0
0.18,-0.48,-0.66,0.55,0,0,0,0.34,1.12,0.42,37.86,-28.7,-9.58,0.01,272,-0.28,17:04:28,,0,0
0.19,-0.47,-0.65,0.56,0,0,0,0.37,1.36,0.39,53.76,-4.4,-14.41,0.01,0,-0.28,17:04:28,,0,0
0.19,-0.47,-0.65,0.56,0,0,0,0.37,1.24,0.46,39.17,9.53,-5.21,0.01,-520,-0.28,17:04:28,,0,0
0.2,-0.47,-0.66,0.55,0,0,0,0.15,1.11,0.52,19.95,19.04,1.16,0.01,-1376,-0.28,17:04:28,,0,0
0.21,-0.47,-0.67,0.54,0,0,0,0.12,0.89,0.38,11.89,15.3,-0.19,0.01,-1424,-0.28,17:04:28,,0,0
0.2,-0.47,-0.68,0.53,0,0,0,0.14,0.83,0.48,-24.24,16.92,6.02,0.01,-1232,-0.28,17:04:28,,0,0
0.2,-0.47,-0.68,0.52,0,0,0,0.15,0.78,0.39,-17.63,19.32,17.9,0.01,-504,-0.27,17:04:28,,0,0
0.21,-0.48,-0.67,0.53,0,0,0,0.19,0.59,0.13,-8.82,26.88,19.58,0.01,-904,-0.28,17:04:28,,0,0
0.2,-0.49,-0.67,0.53,0,0,0,0.2,0.58,0.23,-17.09,27.36,19.42,0.01,-264,-0.28,17:04:28,,0,0
0.2,-0.5,-0.65,0.53,0,0,0,0.25,0.67,0.18,-10.33,18.45,23.54,0.01,-96,-0.27,17:04:28,,0,0
0.2,-0.5,-0.65,0.54,0,0,0,0.32,0.82,0.25,9.27,11.37,19.41,0.01,-328,-0.28,17:04:28,,0,0
0.2,-0.5,-0.64,0.55,0,0,0,0.33,1.02,0.3,5.88,6.51,7.53,0.01,-504,-0.27,17:04:28,,0,0
0.2,-0.5,-0.64,0.55,0,0,0,0.35,1.1,0.4,15.2,3.59,3.8,0.01,-744,-0.28,17:04:28,,0,0
0.2,-0.5,-0.64,0.54,0,0,0,0.34,1.14,0.48,20.6,2.64,-3.06,0.01,-1200,-0.28,17:04:28,,0,0
0.21,-0.5,-0.64,0.55,0,0,0,0.37,1.14,0.42,22.57,-2.69,-5.37,0.01,-1472,-0.28,17:04:28,,0,0
0.2,-0.5,-0.64,0.55,0,0,0,0.4,1.05,0.33,-15.41,-13.48,-4.53,0.01,-1504,-0.29,17:04:28,,0,0
0.19,-0.51,-0.65,0.53,0,0,0,0.34,1.01,0.6,-30.59,-14.37,-5.1,0.01,-416,-0.28,17:04:28,,0,0
0.18,-0.52,-0.66,0.52,0,0,0,0.31,0.79,0.63,-16.97,-13.18,-1.87,0.01,-104,-0.28,17:04:28,,0,0
0.17,-0.52,-0.66,0.51,0,0,0,0.28,0.73,0.43,-8.64,-19.91,-3.09,0.01,152,-0.27,17:04:28,,0,0
0.17,-0.52,-0.67,0.5,0,0,0,0.22,0.72,0.46,-15.2,-31.44,-7.15,0.01,272,-0.27,17:04:29,,0,0
0.18,-0.52,-0.67,0.51,0,0,0,0.19,0.66,0.28,-0.94,-38.99,-14.13,0,368,-0.27,17:04:29,,0,0
0.18,-0.5,-0.67,0.52,0,0,0,0.2,0.65,0.14,-25.34,-21,-16.49,0,784,-0.27,17:04:29,,0,0
0.18,-0.5,-0.66,0.53,0,0,0,0.3,0.75,0.22,-9.13,-19.09,-17.66,0,1072,-0.27,17:04:29,,0,0
0.17,-0.49,-0.66,0.55,0,0,0,0.31,0.81,0.19,3.33,-14.11,-20.33,0.01,1072,-0.27,17:04:29,,0,0
0.18,-0.48,-0.66,0.55,0,0,0,0.32,0.91,0.32,12.48,-4.67,-21.3,0.01,784,-0.27,17:04:29,,0,0
0.18,-0.48,-0.66,0.55,0,0,0,0.32,0.97,0.32,21.88,0,-19.19,0.01,128,-0.27,17:04:29,,0,0
0.19,-0.48,-0.66,0.55,0,0,0,0.3,1.02,0.39,11.41,0.15,-18.82,0.01,88,-0.27,17:04:29,,0,0
0.19,-0.47,-0.66,0.55,0,0,0,0.27,1.12,0.49,9.29,2.3,-18.83,0.01,-376,-0.28,17:04:29,,0,0
0.2,-0.47,-0.67,0.54,0,0,0,0.28,1.12,0.48,7.39,6.58,-17.35,0.01,16,-0.28,17:04:29,,0,0
0.2,-0.47,-0.67,0.54,0,0,0,0.2,1.17,0.47,12.08,11.16,-4.88,0.01,-88,-0.27,17:04:29,,0,0
0.22,-0.46,-0.67,0.53,0,0,0,0.09,1.09,0.4,19.71,11.18,-3.14,0.01,-856,-0.28,17:04:29,,0,0
0.22,-0.46,-0.68,0.52,0,0,0,0.09,0.95,0.43,-13.63,8.94,2.82,0.01,-960,-0.28,17:04:29,,0,0
0.22,-0.46,-0.69,0.52,0,0,0,0.08,0.94,0.42,-17.39,11.34,4.13,0.02,-632,-0.28,17:04:29,,0,0
0.23,-0.46,-0.69,0.51,0,0,0,0.09,0.8,0.31,-13.27,25.1,15.77,0.02,-448,-0.27,17:04:29,,0,0
0.24,-0.48,-0.68,0.51,0,0,0,0.11,0.69,0.24,-33.8,33.78,25.52,0.01,-304,-0.27,17:04:29,,0,0
0.23,-0.49,-0.67,0.51,0,0,0,0.2,0.68,0.24,-15.55,28.54,31.9,0.01,136,-0.27,17:04:29,,0,0
0.23,-0.5,-0.66,0.51,0,0,0,0.24,0.76,0.26,-9.18,11.59,35.17,0.01,480,-0.28,17:04:29,,0,0
0.22,-0.51,-0.65,0.52,0,0,0,0.28,0.83,0.3,-1.46,4.21,32.85,0.01,664,-0.27,17:04:29,,0,0
0.22,-0.51,-0.65,0.52,0,0,0,0.28,0.97,0.45,14.17,-6.91,23.05,0.01,376,-0.27,17:04:29,,0,0
0.22,-0.51,-0.65,0.52,0,0,0,0.3,0.99,0.44,23.22,-10.89,13.64,0.01,-16,-0.28,17:04:29,,0,0
0.21,-0.52,-0.64,0.52,0,0,0,0.38,0.97,0.42,-0.75,-10.98,4.6,0.01,-448,-0.28,17:04:29,,0,0
0.2,-0.52,-0.64,0.53,0,0,0,0.39,1.02,0.39,-7.55,-7.27,1.44,0.01,200,-0.27,17:04:29,,0,0
0.2,-0.52,-0.64,0.53,0,0,0,0.39,1.06,0.42,-19.01,-5.27,-9.91,0.01,464,-0.27,17:04:29,,0,0
0.2,-0.52,-0.65,0.52,0,0,0,0.34,1,0.52,-23.62,-2.17,-15.41,0.01,1152,-0.27,17:04:29,,0,0
0.19,-0.53,-0.66,0.5,0,0,0,0.27,0.88,0.6,-14.6,1.68,-12.81,0.01,1528,-0.26,17:04:29,,0,0
0.19,-0.53,-0.66,0.49,422735648,-718093760,185911,0.23,0.76,0.47,-10.44,-0.09,-10.09,0.01,1152,-0.26,17:04:29,,42.2735648,-71.809376
0.2,-0.53,-0.66,0.49,422735648,-718093760,185881,0.22,0.83,0.41,-3.3,-1.76,-14.65,0.01,984,-0.27,17:04:30,,42.2735648,-71.809376
0.2,-0.52,-0.67,0.49,422735680,-718093824,185845,0.17,0.71,0.37,10.04,-4.79,-17.45,0.01,928,-0.26,17:04:30,,42.273568,-71.8093824
0.21,-0.52,-0.66,0.5,422735712,-718093888,185810,0.17,0.67,0.25,8.61,2.17,-10.94,0.01,520,-0.27,17:04:30,,42.2735712,-71.8093888
0.21,-0.51,-0.66,0.51,422735712,-718093888,185810,0.23,0.72,0.23,10.51,4.58,-6.88,0.01,912,-0.27,17:04:30,,42.2735712,-71.8093888
0.21,-0.51,-0.65,0.52,422735712,-718093888,185787,0.25,0.84,0.28,14.08,-0.12,-3.49,0.01,736,-0.27,17:04:30,,42.2735712,-71.8093888
0.22,-0.51,-0.65,0.52,422735712,-718093888,185769,0.27,0.94,0.37,10.8,2.07,-4.51,0.01,464,-0.27,17:04:30,,42.2735712,-71.8093888
0.22,-0.51,-0.65,0.52,422735712,-718093888,185769,0.27,0.97,0.4,12.64,5.26,-5.99,0.02,80,-0.27,17:04:30,,42.2735712,-71.8093888
0.22,-0.51,-0.65,0.52,422735712,-718093888,185749,0.28,1,0.44,18.27,9.76,-9.19,0.02,-448,-0.28,17:04:30,,42.2735712,-71.8093888
0.23,-0.51,-0.65,0.52,422735712,-718093888,185731,0.27,1.08,0.49,15.7,10.45,-15.08,0.01,-376,-0.28,17:04:30,,42.2735712,-71.8093888
0.23,-0.51,-0.65,0.52,422735712,-718093888,185712,0.28,1.09,0.43,19.46,14.56,-12.46,0.02,-1040,-0.28,17:04:30,,42.2735712,-71.8093888
0.24,-0.51,-0.65,0.51,422735744,-718093952,185693,0.11,1.09,0.45,9.22,23.12,-4.7,0.02,-1312,-0.28,17:04:30,,42.2735744,-71.8093952
0.25,-0.5,-0.65,0.5,422735744,-718093952,185693,0.1,0.98,0.36,-12.73,17.84,0.16,0.02,-1336,-0.29,17:04:30,,42.2735744,-71.8093952
0.25,-0.51,-0.66,0.49,422735744,-718093952,185674,0.09,0.93,0.46,-31.27,13.72,11.12,0.02,-496,-0.28,17:04:30,,42.2735744,-71.8093952
0.25,-0.51,-0.67,0.48,422735744,-718093952,185652,0.09,0.85,0.43,-19.38,12.6,23.47,0.02,-104,-0.27,17:04:30,,42.2735744,-71.8093952
0.25,-0.52,-0.66,0.48,422735744,-718093952,185628,0.12,0.78,0.33,-13.73,20.42,26.83,0.02,312,-0.27,17:04:30,,42.2735744,-71.8093952
0.25,-0.52,-0.65,0.48,422735744,-718093952,185628,0.18,0.74,0.3,-5.25,25,26.63,0.02,384,-0.27,17:04:30,,42.2735744,-71.8093952
0.25,-0.53,-0.64,0.49,422735744,-718093952,185606,0.21,0.73,0.25,3.54,25.89,25.96,0.02,-280,-0.27,17:04:30,,42.2735744,-71.8093952
0.26,-0.54,-0.63,0.49,422735776,-718093952,185582,0.21,0.74,0.28,2.76,26.19,21.88,0.02,-416,-0.28,17:04:30,,42.2735776,-71.8093952
0.26,-0.54,-0.63,0.49,422735776,-718094016,185552,0.21,0.84,0.35,8.63,19.85,15.48,0.02,-472,-0.28,17:04:30,,42.2735776,-71.8094016
0.26,-0.55,-0.63,0.49,422735776,-718094016,185523,0.22,0.85,0.4,3.85,11.52,7.73,0.02,-832,-0.28,17:04:30,,42.2735776,-71.8094016
0.25,-0.55,-0.63,0.49,422735776,-718094016,185523,0.24,0.94,0.49,0.89,1.68,-2.63,0.02,-128,-0.28,17:04:30,,42.2735776,-71.8094016
0.25,-0.55,-0.63,0.48,422735776,-718094016,185499,0.3,0.98,0.6,7.27,-1.89,-10.18,0.02,-328,-0.27,17:04:30,,42.2735776,-71.8094016
0.24,-0.55,-0.64,0.47,422735776,-718094016,185472,0.26,1.02,0.58,-19.46,2.17,-22.52,0.02,-152,-0.27,17:04:30,,42.2735776,-71.8094016
0.24,-0.56,-0.65,0.46,422735776,-718094016,185472,0.21,0.92,0.7,-17.68,10.12,-17.56,0.02,-16,-0.27,17:04:30,,42.2735776,-71.8094016
0.23,-0.56,-0.66,0.45,422735776,-718094016,185443,0.23,0.84,0.62,-11.28,8.3,-14.37,0.02,216,-0.27,17:04:30,,42.2735776,-71.8094016
0.23,-0.56,-0.66,0.44,422735808,-718094016,185415,0.19,0.8,0.56,-23.9,5.62,-13.68,0.02,720,-0.27,17:04:30,,42.2735808,-71.8094016
0.23,-0.57,-0.67,0.43,422735808,-718094080,185390,0.17,0.82,0.58,-11.44,-3.69,-10.05,0.03,680,-0.27,17:04:31,,42.2735808,-71.809408
0.23,-0.56,-0.67,0.43,422735808,-718094080,185364,0.16,0.75,0.43,-4.65,3.4,-13.93,0.03,776,-0.27,17:04:31,,42.2735808,-71.809408
0.23,-0.56,-0.67,0.43,422735808,-718094080,185364,0.15,0.68,0.42,-15.17,13.27,-9.96,0.03,1232,-0.27,17:04:31,,42.2735808,-71.809408
0.23,-0.56,-0.67,0.44,422735840,-718094080,185341,0.18,0.76,0.39,-1.2,4.77,-0.44,0.03,1232,-0.26,17:04:31,,42.273584,-71.809408
0.24,-0.56,-0.66,0.44,422735840,-718094080,185321,0.13,0.82,0.43,6.36,5.45,2.28,0.03,824,-0.27,17:04:31,,42.273584,-71.809408
0.25,-0.55,-0.66,0.45,422735840,-718094080,185302,0.19,0.93,0.44,33.94,8.88,1.11,0.03,512,-0.26,17:04:31,,42.273584,-71.809408
0.25,-0.55,-0.65,0.46,422735840,-718094080,185302,0.23,0.93,0.49,49.03,7.7,-1.15,0.03,-384,-0.27,17:04:31,,42.273584,-71.809408
0.25,-0.55,-0.65,0.46,422735872,-718094144,185267,0.24,0.94,0.47,46.33,11.7,-2.14,0.03,-1464,-0.27,17:04:31,,42.2735872,-71.8094144
0.26,-0.55,-0.64,0.46,422735872,-718094144,185248,0.18,0.98,0.5,37.29,22.12,-12.48,0.04,-2720,-0.28,17:04:31,,42.2735872,-71.8094144
0.27,-0.55,-0.63,0.47,422735872,-718094144,185230,0.24,1.07,0.45,55.5,30.3,-11.84,0.04,-4136,-0.29,17:04:31,,42.2735872,-71.8094144
0.29,-0.54,-0.63,0.48,422735872,-718094144,185230,0.15,1.08,0.41,66.44,33.97,-5.35,0.04,-5600,-0.29,17:04:31,,42.2735872,-71.8094144
0.31,-0.54,-0.62,0.48,422735872,-718094144,185211,0.06,1.08,0.31,59.01,25.24,-7.99,0.04,-6648,-0.3,17:04:31,,42.2735872,-71.8094144
0.32,-0.53,-0.62,0.48,422735904,-718094208,185186,0.03,0.92,0.31,7.07,14.13,-4.91,0.04,-7400,-0.3,17:04:31,,42.2735904,-71.8094208
0.32,-0.53,-0.62,0.48,422735904,-718094208,185169,-0.01,0.92,0.36,37.39,3.26,30.95,0.04,-8632,-0.3,17:04:31,,42.2735904,-71.8094208
0.35,-0.52,-0.61,0.49,422735904,-718094208,185169,-0.03,0.86,0.06,34.04,1.68,24.11,0.03,-8672,-0.3,17:04:31,,42.2735904,-71.8094208
0.35,-0.52,-0.61,0.49,422735872,-718094144,185150,0.04,0.85,0.19,-52.73,3.15,27.4,0.03,-7912,-0.3,17:04:31,,42.2735872,-71.8094144
0.35,-0.53,-0.6,0.49,422735904,-718094208,185126,0.09,0.84,0.2,-10.81,3.71,37.6,0.03,-7760,-0.3,17:04:31,,42.2735904,-71.8094208
0.35,-0.53,-0.59,0.49,422735904,-718094208,185098,0.1,0.91,0.26,5.75,9.93,31.24,0.03,-8264,-0.3,17:04:31,,42.2735904,-71.8094208
0.35,-0.54,-0.58,0.5,422735904,-718094208,185070,0.19,0.94,0.15,12.79,15.27,12.99,0.03,-8640,-0.31,17:04:31,,42.2735904,-71.8094208
0.36,-0.54,-0.57,0.5,422735904,-718094208,185070,0.15,0.97,0.28,47.2,13.54,14.11,0.03,-9816,-0.31,17:04:31,,42.2735904,-71.8094208
0.37,-0.54,-0.55,0.52,422735936,-718094208,185040,0.23,1.1,0.16,73.72,0.24,8.76,0.03,-11528,-0.32,17:04:31,,42.2735936,-71.8094208
0.38,-0.54,-0.53,0.53,422735936,-718094208,185015,0.27,0.92,0.07,63.52,21.09,-33.59,0.03,-12912,-0.32,17:04:31,,42.2735936,-71.8094208
0.39,-0.55,-0.53,0.52,422735936,-718094208,184990,0.23,1.06,0.22,47.58,16.89,-32.09,0.04,-14088,-0.32,17:04:31,,42.2735936,-71.8094208
0.4,-0.54,-0.52,0.53,422735936,-718094208,184990,0.22,1.11,0.01,9.09,5.73,-45.76,0.04,-14480,-0.32,17:04:31,,42.2735936,-71.8094208
0.4,-0.54,-0.54,0.52,422735968,-718094272,184953,0.13,1.27,0.25,-54.87,-5.8,-35.45,0.04,-14528,-0.31,17:04:31,,42.2735968,-71.8094272
0.37,-0.55,-0.56,0.49,422735968,-718094272,184953,0.13,0.76,0.45,-88.19,-22.44,-5.08,0.04,-14408,-0.32,17:04:31,,42.2735968,-71.8094272
0.38,-0.54,-0.56,0.5,422736000,-718094336,184918,0.08,0.97,0.07,-6.1,1.49,-20.72,0.04,-14016,-0.31,17:04:31,,42.2736,-71.8094336
0.38,-0.54,-0.56,0.5,422736000,-718094336,184896,0.12,0.9,0.23,30.91,-14.67,-11.29,0.05,-14784,-0.31,17:04:32,,42.2736,-71.8094336
0.38,-0.52,-0.56,0.52,422735968,-718094336,184872,0.06,0.89,0.06,36.39,-27.41,-8.49,0.04,-15160,-0.31,17:04:32,,42.2735968,-71.8094336
0.39,-0.52,-0.55,0.53,422735968,-718094336,184848,0.17,0.82,0.01,14.21,-15.33,2.03,0.04,-15744,-0.31,17:04:32,,42.2735968,-71.8094336
0.38,-0.51,-0.55,0.54,422735968,-718094336,184824,0.13,0.85,0,4.2,-30.12,17.38,0.04,-15760,-0.31,17:04:32,,42.2735968,-71.8094336
0.38,-0.5,-0.55,0.55,422735968,-718094336,184824,0.12,0.92,0.11,23.35,-43.15,27.07,0.04,-15744,-0.32,17:04:32,,42.2735968,-71.8094336
0.37,-0.5,-0.54,0.56,422735968,-718094272,184804,0.2,0.98,0.07,22.16,-34.28,27.96,0.04,-15648,-0.31,17:04:32,,42.2735968,-71.8094272
0.37,-0.5,-0.54,0.57,422735968,-718094272,184779,0.13,1.02,0,-3.33,-13.86,30.93,0.03,-15560,-0.32,17:04:32,,42.2735968,-71.8094272
0.36,-0.49,-0.54,0.58,422735968,-718094272,184762,0.12,1.15,0.13,25.62,-8.13,39.66,0.03,-15720,-0.32,17:04:32,,42.2735968,-71.8094272
0.36,-0.5,-0.54,0.58,422735968,-718094272,184740,0.27,1.21,0.11,-13.47,-5.62,34.46,0.03,-16560,-0.33,17:04:32,,42.2735968,-71.8094272
0.36,-0.5,-0.52,0.59,422735968,-718094272,184740,0.34,1.23,-0.1,48.4,-9.56,26.97,0.02,-17208,-0.33,17:04:32,,42.2735968,-71.8094272
0.36,-0.5,-0.53,0.59,422735968,-718094272,184717,0.19,1.14,0.11,-33.65,17.77,15.11,0.02,-16152,-0.32,17:04:32,,42.2735968,-71.8094272
0.36,-0.5,-0.54,0.58,422735936,-718094208,184704,0.13,1.03,0.1,-9.15,13.67,5.81,0.02,-15984,-0.32,17:04:32,,42.2735936,-71.8094208
0.36,-0.5,-0.54,0.58,422735936,-718094208,184683,0.15,0.95,0.1,-18.04,15.85,-7.23,0.02,-15968,-0.32,17:04:32,,42.2735936,-71.8094208
0.36,-0.5,-0.54,0.57,422735936,-718094208,184683,0.15,0.91,0.05,-11.36,16.04,-14.71,0.02,-15648,-0.32,17:04:32,,42.2735936,-71.8094208
0.36,-0.5,-0.55,0.57,422735936,-718094208,184665,0.14,0.93,0.1,-5.92,18.52,-17.16,0.03,-15440,-0.32,17:04:32,,42.2735936,-71.8094208
0.37,-0.5,-0.54,0.57,422735936,-718094208,184647,0.15,0.85,0.08,8.94,19.92,0.26,0.03,-15872,-0.32,17:04:32,,42.2735936,-71.8094208
0.37,-0.5,-0.52,0.58,422735936,-718094208,184628,0.25,0.77,-0.12,-3.13,21.46,4.62,0.02,-15336,-0.32,17:04:32,,42.2735936,-71.8094208
0.37,-0.51,-0.52,0.58,422735936,-718094208,184628,0.23,0.95,0.01,-27.34,12.39,9.5,0.02,-15424,-0.32,17:04:32,,42.2735936,-71.8094208
0.37,-0.51,-0.51,0.59,422735904,-718094144,184615,0.21,0.85,-0.06,25.35,2.39,14.81,0.02,-15488,-0.32,17:04:32,,42.2735904,-71.8094144
0.37,-0.51,-0.51,0.58,422735904,-718094144,184600,0.25,0.96,0.14,10.14,-9.8,5.99,0.03,-15832,-0.32,17:04:32,,42.2735904,-71.8094144
0.37,-0.52,-0.5,0.59,422735904,-718094144,184581,0.33,1.12,0.08,13.42,-17.77,-2.51,0.02,-16320,-0.32,17:04:32,,42.2735904,-71.8094144
0.37,-0.52,-0.5,0.59,422735904,-718094144,184581,0.34,1.16,0.11,21.41,-15.82,-8.49,0.03,-16992,-0.33,17:04:32,,42.2735904,-71.8094144
0.37,-0.52,-0.51,0.59,422735904,-718094144,184564,0.3,1.13,0.11,4.14,-21.48,-18.96,0.02,-16656,-0.32,17:04:32,,42.2735904,-71.8094144
0.36,-0.52,-0.51,0.58,422735904,-718094144,184546,0.28,1,0.13,-14.89,-21.73,-26.43,0.03,-16408,-0.32,17:04:32,,42.2735904,-71.8094144
0.36,-0.52,-0.52,0.57,422735904,-718094144,184546,0.21,1,0.19,-25.69,-21.86,-23.97,0.03,-16080,-0.32,17:04:32,,42.2735904,-71.8094144
0.36,-0.52,-0.53,0.57,422735904,-718094144,184526,0.2,0.95,0.15,-9.14,-24.65,-23.84,0.03,-15512,-0.31,17:04:32,,42.2735904,-71.8094144
0.35,-0.52,-0.53,0.57,422735904,-718094144,184507,0.23,0.85,0.07,-11.19,-22.35,-22.63,0.03,-15472,-0.32,17:04:33,,42.2735904,-71.8094144
0.35,-0.51,-0.54,0.57,422735904,-718094144,184491,0.18,0.83,0.05,-8.36,-24.87,-11.87,0.03,-14736,-0.31,17:04:33,,42.2735904,-71.8094144
0.34,-0.5,-0.53,0.6,422735904,-718094144,184473,0.3,0.78,-0.08,20.43,-29.88,0.26,0.03,-15216,-0.31,17:04:33,,42.2735904,-71.8094144
0.34,-0.49,-0.53,0.6,422735904,-718094144,184453,0.18,0.88,0,-10.36,-22.87,-1.43,0.03,-14976,-0.31,17:04:33,,42.2735904,-71.8094144
0.34,-0.48,-0.53,0.61,422735904,-718094144,184453,0.2,0.92,0.01,7.23,-19.52,5.71,0.03,-15520,-0.32,17:04:33,,42.2735904,-71.8094144
0.34,-0.48,-0.53,0.61,422735904,-718094144,184435,0.2,0.92,-0.02,3.46,-15.85,7.48,0.03,-15008,-0.31,17:04:33,,42.2735904,-71.8094144
0.33,-0.47,-0.53,0.62,422735936,-718094208,184415,0.19,1.04,0,-1.14,-9.28,8.63,0.03,-14504,-0.31,17:04:33,,42.2735936,-71.8094208
0.33,-0.47,-0.54,0.61,422735936,-718094208,184394,0.16,1.21,0.12,-12.66,-5.15,7.15,0.03,-14736,-0.31,17:04:33,,42.2735936,-71.8094208
0.33,-0.47,-0.54,0.61,422735936,-718094208,184394,0.22,1.2,0.15,40.01,2.16,11.5,0.03,-15568,-0.32,17:04:33,,42.2735936,-71.8094208
0.34,-0.47,-0.54,0.61,422735936,-718094208,184375,0.17,1.27,-0.02,8.71,11.9,8.98,0.03,-15760,-0.32,17:04:33,,42.2735936,-71.8094208
0.34,-0.47,-0.55,0.6,422735936,-718094208,184355,0.13,1.14,0.07,-17.17,4.24,-0.69,0.03,-15064,-0.31,17:04:33,,42.2735936,-71.8094208
0.34,-0.47,-0.56,0.6,422735968,-718094272,184330,0.15,1.02,0.01,-62.93,-2.76,-16.28,0.03,-13688,-0.31,17:04:33,,42.2735968,-71.8094272
0.34,-0.47,-0.56,0.59,422735968,-718094272,184330,0.16,0.92,0.04,-52.54,0.4,-13.38,0.03,-12544,-0.31,17:04:33,,42.2735968,-71.8094272
0.34,-0.47,-0.57,0.58,422736000,-718094272,184307,0.11,0.82,0.14,-39.96,21.42,-0.35,0.03,-11680,-0.3,17:04:33,,42.2736,-71.8094272
0.33,-0.48,-0.57,0.57,422736000,-718094272,184286,0.16,0.75,0.12,-6.63,24.83,2.88,0.03,-11944,-0.3,17:04:33,,42.2736,-71.8094272
0.34,-0.48,-0.56,0.58,422736032,-718094336,184265,0.17,0.79,0.06,17.2,31.81,9.1,0.03,-12488,-0.3,17:04:33,,42.2736032,-71.8094336
0.34,-0.49,-0.56,0.58,422736032,-718094336,184265,0.18,0.79,0.02,-19.51,16.36,11.34,0.03,-12152,-0.3,17:04:33,,42.2736032,-71.8094336
0.34,-0.49,-0.57,0.57,422736032,-718094336,184245,0.08,0.95,0.17,-39.31,9.52,6.44,0.03,-11328,-0.3,17:04:33,,42.2736032,-71.8094336
0.33,-0.49,-0.58,0.56,422736032,-718094336,184229,0.13,1.01,0.21,-8.65,-3.87,8.15,0.03,-11144,-0.3,17:04:33,,42.2736032,-71.8094336
0.32,-0.5,-0.58,0.56,422736032,-718094336,184210,0.32,1.08,0.38,14.71,2.56,5.52,0.03,-11584,-0.31,17:04:33,,42.2736032,-71.8094336
0.32,-0.5,-0.58,0.57,422736032,-718094336,184210,0.25,1.05,0.15,19.71,-11.3,7.27,0.03,-11896,-0.31,17:04:33,,42.2736032,-71.8094336
0.31,-0.5,-0.59,0.56,422736064,-718094336,184190,0.28,1.13,0.41,-23.19,6.09,-12.24,0.03,-11336,-0.3,17:04:33,,42.2736064,-71.8094336
0.31,-0.51,-0.59,0.54,422736064,-718094400,184172,0.16,1.1,0.4,4.55,10.3,-13.68,0.03,-11328,-0.3,17:04:33,,42.2736064,-71.80944
0.31,-0.51,-0.6,0.54,422736064,-718094400,184153,0.14,0.96,0.35,21.18,-2.35,-15.61,0.03,-11232,-0.3,17:04:33,,42.2736064,-71.80944
0.31,-0.5,-0.6,0.54,422736064,-718094400,184153,0.19,0.95,0.23,-11.42,-15.57,-23.94,0.03,-11264,-0.3,17:04:33,,42.2736064,-71.80944
0.3,-0.5,-0.61,0.54,422736064,-718094400,184136,0.2,0.77,0.19,-8.16,-22.7,-20.63,0.03,-11312,-0.3,17:04:33,,42.2736064,-71.80944
0.3,-0.49,-0.6,0.55,422736064,-718094400,184119,0.19,0.77,0.11,32.78,-15.65,-15.58,0.04,-12216,-0.3,17:04:34,,42.2736064,-71.80944
